duration,src_bytes,dst_bytes,wrong_fragment,urgent,hot,num_failed_logins,lnum_compromised,lroot_shell,lsu_attempted,lnum_root,lnum_file_creations,lnum_shells,lnum_access_files,lnum_outbound_cmds,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,class
0,0.000007,0.000009,0,0,0,0,0,0,0,0,0,0,0,0,0.003914,0.007828,0,0,0,0,1,0,0.5,1,0.92549,0.93,0.01,0.01,0,0,0,0,0,0
0,0.000182,0.000064,0,0,0,0,0,0,0,0,0,0,0,0,0.001957,0.001957,0,0,0,0,1,0,0,0.054902,0.392157,0.79,0.14,0.07,0.03,0,0,0,0,0
0,0.000007,0.000022,0,0,0,0,0,0,0,0,0,0,0,0,0.003914,0.007828,0,0,0,0,1,0,0.5,1,0.92549,0.93,0.01,0,0,0,0,0,0,0
0,0.000122,0.000062,0,0,0,0,0,0,0,0,0,0,0,0,0.001957,0.003914,0,0,0,0,1,0,1,0.180392,0.356863,0.2,0.37,0.02,0.02,0.02,0,0,0,0
0,0.000017,0.000028,0,0,0,0,0,0,0,0,0,0,0,0,0.001957,0.001957,0,0,0,0,1,0,0,1,0.996078,1,0.01,0,0,0,0,0,0,0
0,0.000007,0.000022,0,0,0,0,0,0,0,0,0,0,0,0,0.005871,0.015656,0,0,0,0,1,0,0.25,1,0.92549,0.93,0.01,0,0,0,0,0,0,0
0,0.000354,0.000092,0,0,0,0,0,0,0,0,0,0,0,0,0.001957,0.001957,0,0,0,0,1,0,0,1,0.023529,0.02,0.02,0,0,0,0,0,0,0
0,0.000007,0.000008,0,0,0,0,0,0,0,0,0,0,0,0,0.003914,0.007828,0,0,0,0,1,0,0.5,1,0.92549,0.93,0.01,0.01,0,0,0,0,0,0
0,0.00005,0.00018,0,0,0,0,0,0,0,0,0,0,0,0,0.001957,0.013699,0,0,0,0,1,0,0.29,0.094118,1,1,0,0.04,0.01,0,0,0,0,0
0,0.000047,0.000056,0,0,0,0,0,0,0,0,0,0,0,0,0.031311,0.033268,0,0,0,0,1,0,0.12,0.596078,1,1,0,0.01,0.01,0,0,0,0,0
0,0.000048,0.000335,0,0,0,0,0,0,0,0,0,0,0,0,0.04501,0.052838,0,0,0,0,1,0,0.11,0.623529,1,1,0,0.01,0.01,0,0,0,0,0
0,0.000017,0.000028,0,0,0,0,0,0,0,0,0,0,0,0,0.003914,0.003914,0,0,0,0,1,0,0,1,0.996078,1,0.01,0,0,0,0,0,0,0
0,0.000017,0.000028,0,0,0,0,0,0,0,0,0,0,0,0,0.001957,0.001957,0,0,0,0,1,0,0,1,0.996078,1,0.01,0,0,0,0,0,0,0
0,0.000045,0.000184,0,0,0,0,0,0,0,0,0,0,0,0,0.001957,0.001957,0,0,0,0,1,0,0,0.003922,0.6,1,0,1,0.03,0,0.33,0,0,0
0,0.000044,0.000333,0,0,0,0,0,0,0,0,0,0,0,0,0.021526,0.021526,0,0,0,0,1,0,0,0.043137,0.6,1,0,0.09,0.03,0,0.27,0,0,0
0,0.00005,0.00018,0,0,0,0,0,0,0,0,0,0,0,0,0.001957,0.011742,0,0,0,0,1,0,0.33,0.168627,1,1,0,0.02,0.01,0,0,0,0,0
0,0.000047,0.000177,0,0,0,0,0,0,0,0,0,0,0,0,0.029354,0.031311,0,0,0,0,1,0,0.12,1,1,1,0,0,0,0,0,0,0,0
0,0.000051,0.000634,0,0,0,0,0,0,0,0,0,0,0,0,0.005871,0.050881,0,0,0,0,1,0,0.12,0.196078,1,1,0,0.02,0.01,0,0,0,0,0
0,0.000017,0.000028,0,0,0,0,0,0,0,0,0,0,0,0,0.003914,0.003914,0,0,0,0,1,0,0,1,0.992157,0.99,0.01,0,0,0,0,0,0,0
0,0.000054,0.000047,0,0,0,0,0,0,0,0,0,0,0,0,0.001957,0.017613,0,0,0,0,1,0,0.33,0.07451,1,1,0,0.05,0.04,0,0.01,0,0,0
0,0.000001,0.000007,0,0,0,0,0,0,0,0,0,0,0,0,0.001957,0.001957,0,0,0,0,1,0,0,0.14902,0.003922,0.03,0.11,0.03,0,0,0,0.13,0,0
0,0.000017,0.000028,0,0,0,0,0,0,0,0,0,0,0,0,0.003914,0.003914,0,0,0,0,1,0,0,1,0.996078,1,0.01,0,0,0,0,0,0,0
0,0.000236,0.000091,0,0,0,0,0,0,0,0,0,0,0,0,0.001957,0.003914,0,0,0,0,1,0,1,1,0.054902,0.05,0.02,0,0,0,0,0,0,0
0,0.000017,0.000028,0,0,0,0,0,0,0,0,0,0,0,0,0.001957,0.001957,0,0,0,0,1,0,0,1,0.996078,1,0.01,0,0,0,0,0,0,0
0,0.000017,0.000028,0,0,0,0,0,0,0,0,0,0,0,0,0.003914,0.003914,0,0,0,0,1,0,0,1,0.996078,1,0.01,0.01,0,0,0,0,0,0
0,0.000017,0.000028,0,0,0,0,0,0,0,0,0,0,0,0,0.003914,0.003914,0,0,0,0,1,0,0,1,0.996078,1,0.01,0,0,0,0,0,0,0
0,0.000017,0.000028,0,0,0,0,0,0,0,0,0,0,0,0,0.003914,0.003914,0,0,0,0,1,0,0,1,0.996078,1,0.01,0,0,0,0,0,0,0
0,0.000145,0.000064,0,0,0,0,0,0,0,0,0,0,0,0,0.001957,0.001957,0,0,0,0,1,0,0,0.105882,0.67451,0.96,0.07,0.04,0.01,0,0,0,0,0
0,0.000017,0.000028,0,0,0,0,0,0,0,0,0,0,0,0,0.001957,0.001957,0,0,0,0,1,0,0,1,0.996078,1,0.01,0,0,0,0,0,0,0
0,0.000036,0.000386,0,0,0,0,0,0,0,0,0,0,0,0,0.007828,0.009785,0,0,0,0,1,0,0.4,0.321569,1,1,0,0.01,0.03,0,0,0,0,0
0,0.000026,0.00395,0,0,0,0,0,0,0,0,0,0,0,0,0.023483,0.029354,0,0,0,0,1,0,0.13,0.352941,1,1,0,0.01,0.03,0,0,0,0,0
0,0.000007,0.000022,0,0,0,0,0,0,0,0,0,0,0,0,0.005871,0.009785,0,0,0,0,1,0,0.4,1,0.968627,0.97,0.01,0,0,0,0,0,0,0
0,0.000048,0.000269,0,0,0,0,0,0,0,0,0,0,0,0,0.007828,0.011742,0,0,0,0,1,0,0.5,1,1,1,0,0,0,0,0,0,0,0
0,0.000047,0.000054,0,0,0,0,0,0,0,0,0,0,0,0,0.021526,0.02544,0,0,0,0,1,0,0.15,1,1,1,0,0,0,0,0,0,0,0
0,0.000047,0.000036,0,0,0,0,0,0,0,0,0,0,0,0,0.001957,0.04501,0,0,0,0,1,0,0.13,0.054902,1,1,0,0.07,0.05,0,0,0,0,0
0,0.000046,0.000335,0,0,0,0,0,0,0,0,0,0,0,0,0.052838,0.062622,0,0,0,0,1,0,0.09,1,1,1,0,0,0,0,0,0,0,0
0,0.000007,0.000022,0,0,0,0,0,0,0,0,0,0,0,0,0.005871,0.007828,0,0,0,0,0.67,0.67,0.5,1,0.976471,0.98,0.01,0.01,0,0,0,0,0,0
0,0.000007,0.000022,0,0,0,0,0,0,0,0,0,0,0,0,0.009785,0.015656,0,0,0,0,1,0,0.25,1,0.984314,0.98,0.01,0,0,0,0,0,0,0
0,0.000017,0.000028,0,0,0,0,0,0,0,0,0,0,0,0,0.001957,0.001957,0,0,0,0,1,0,0,1,0.996078,1,0.01,0,0,0,0,0,0,0
0,0.000031,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003914,0.003914,0,0,0,0,1,0,0,0.270588,0.278431,0.33,0.26,0.52,0.03,0.01,0.01,0,0,0
0,0.000007,0.000022,0,0,0,0,0,0,0,0,0,0,0,0,0.001957,0.003914,0,0,0,0,1,0,1,1,0.984314,0.98,0.01,0.01,0,0,0,0,0,0
0,0.000007,0.000022,0,0,0,0,0,0,0,0,0,0,0,0,0.001957,0.003914,0,0,0,0,1,0,1,1,0.984314,0.98,0.01,0,0,0,0,0,0,0
0,0.000017,0.000028,0,0,0,0,0,0,0,0,0,0,0,0,0.003914,0.003914,0,0,0,0,1,0,0,1,0.996078,1,0.01,0,0,0,0,0,0,0
0,0.000053,0.000116,0,0,0,0,0,0,0,0,0,0,0,0,0.019569,0.019569,0,0,0,0,1,0,0,0.494118,1,1,0,0.01,0.05,0.01,0,0,0,0
0,0.000054,0.000076,0,0,0,0,0,0,0,0,0,0,0,0,0.039139,0.039139,0,0,0,0,1,0,0,0.533333,1,1,0,0.01,0.05,0.01,0,0,0,0
0,0.000056,0.000509,0,0,0,0,0,0,0,0,0,0,0,0,0.056751,0.058708,0,0,0,0,1,0,0.07,0.568627,1,1,0,0.01,0.05,0.01,0,0,0,0
0,0.000044,0.000067,0,0,0,0,0,0,0,0,0,0,0,0,0.003914,0.003914,0,0,0,0,1,0,0,0.364706,1,1,0,0.01,0.03,0,0,0,0,0
0,0.000041,0.0019,0,0,0,0,0,0,0,0,0,0,0,0,0.023483,0.023483,0,0,0,0,1,0,0,0.403922,1,1,0,0.01,0.03,0,0,0,0,0
0,0.000043,0.000066,0,0,0,0,0,0,0,0,0,0,0,0,0.043053,0.043053,0,0,0,0,1,0,0,0.443137,1,1,0,0.01,0.03,0,0,0,0,0
0,0.000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003914,0.003914,0,0,0,0,1,0,0,0.294118,0.294118,1,0,1,0,0,0,0,0,0
0,0.000017,0.000028,0,0,0,0,0,0,0,0,0,0,0,0,0.001957,0.001957,0,0,0,0,1,0,0,1,0.988235,0.99,0.01,0,0,0,0,0,0,0
0,0.00003,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003914,0.003914,0,0,0,0,1,0,0,0.168627,0.05098,0.3,0.09,0.3,0,0,0,0.05,0,0
0,0.000017,0.000028,0,0,0,0,0,0,0,0,0,0,0,0,0.001957,0.001957,0,0,0,0,1,0,0,1,0.988235,0.99,0.01,0,0,0,0,0,0,0
0,0.000032,0.000057,0,0,0,0,0,0,0,0,0,0,0,0,0.013699,0.017613,0,0,0,0,1,0,0.22,0.211765,1,1,0,0.02,0.05,0,0,0,0,0
0,0.000034,0.000121,0,0,0,0,0,0,0,0,0,0,0,0,0.029354,0.037182,0,0,0,0,1,0,0.11,0.243137,1,1,0,0.02,0.05,0,0,0,0,0
0,0.000007,0.000021,0,0,0,0,0,0,0,0,0,0,0,0,0.001957,0.003914,0,0,0,0,1,0,1,1,0.984314,0.98,0.01,0.01,0,0,0,0,0,0
0.113001,0.000135,0.001304,0,0,0,0,0,0,0,0,0,0,0,0,0.001957,0.001957,0,0,1,1,1,0,0,0.047059,0.015686,0.33,0.17,0.08,0,0,0,0.33,1,0
0,0.000059,0.000079,0,0,0,0,0,0,0,0,0,0,0,0,0.007828,0.007828,0,0,0,0,1,0,0,0.584314,1,1,0,0.01,0.05,0.01,0,0,0,0
0,0.000007,0.000022,0,0,0,0,0,0,0,0,0,0,0,0,0.001957,0.005871,0,0,0,0,1,0,0.67,1,0.984314,0.98,0.01,0,0,0,0,0,0,0
0,0.000017,0.000028,0,0,0,0,0,0,0,0,0,0,0,0,0.003914,0.003914,0,0,0,0,1,0,0,1,0.988235,0.99,0.01,0,0,0,0,0,0,0
0,0.000032,0.000057,0,0,0,0,0,0,0,0,0,0,0,0,0.013699,0.019569,0,0,0,0,1,0,0.2,0.27451,1,1,0,0.01,0.05,0,0,0,0,0
0,0.000032,0.000423,0,0,0,0,0,0,0,0,0,0,0,0,0.027397,0.035225,0,0,0,0,1,0,0.11,0.301961,1,1,0,0.01,0.05,0,0,0,0,0
0,0.045463,0.0737,0,0,0,0,0,0,0,0,0,0,0,0,0.001957,0.001957,1,1,0,0,1,0,0,0.207843,0.003922,0.02,0.11,0.02,0,0.02,1,0.09,0,0
0.000018,0.000266,0.000064,0,0,0,0,0,0,0,0,0,0,0,0,0.001957,0.001957,0,0,0,0,1,0,0,0.121569,0.615686,0.84,0.1,0.03,0.01,0,0,0,0,0
0,0.000017,0.000028,0,0,0,0,0,0,0,0,0,0,0,0,0.003914,0.003914,0,0,0,0,1,0,0,1,0.992157,0.99,0.01,0,0,0,0,0,0,0
0,0.000041,0.000275,0,0,0,0,0,0,0,0,0,0,0,0,0.009785,0.009785,0,0,0,0,1,0,0,0.019608,1,1,0,0.2,0.03,0,0,0,0,0
0,0.00005,0.000988,0,0,0,0,0,0,0,0,0,0,0,0,0.02544,0.027397,0,0,0,0,1,0,0.14,0.05098,1,1,0,0.08,0.03,0,0,0,0,0
0,0.000046,0.000805,0,0,0,0,0,0,0,0,0,0,0,0,0.013699,0.013699,0,0,0,0,1,0,0,0.027451,1,1,0,0.14,0.03,0,0,0,0,0
0,0.00006,0.003654,0,0,0,0,0,0,0,0,0,0,0,0,0.005871,0.005871,0,0,0,0,1,0,0,0.627451,1,1,0,0.01,0.05,0.01,0,0,0,0
